filename,width,height,class,xmin,ymin,xmax,ymax
Tangy Ergonomic Chair in Grey Leatherette by Exclusive Furniture-3.jpg,1600,1760,Tangy Ergonomic Chair in Grey Leatherette by Exclusive Furniture,826,926,1291,1651
Teak Wood Rocking Chair in Light Teak Finish by Karigar-1.jpg,1600,1760,Teak Wood Rocking Chair in Light Teak Finish by Karigar,66,123,1530,1672
Teak Wood Rocking Chair in Light Teak Finish by Karigar-2.jpg,1600,1760,Teak Wood Rocking Chair in Light Teak Finish by Karigar,301,10,1400,1659
Teak Wood Rocking Chair in Light Teak Finish by Karigar-3.jpg,1600,1760,Teak Wood Rocking Chair in Light Teak Finish by Karigar,697,846,1485,1647
Teak Wood Rocking Chair in Light Teak Finish by Karigar-4.jpg,1600,1760,Teak Wood Rocking Chair in Light Teak Finish by Karigar,32,22,1593,1706
Teak Wood Rocking Chair in Light Teak Finish by Karigar-5.jpg,1600,1760,Teak Wood Rocking Chair in Light Teak Finish by Karigar,42,33,1592,1672
Teak Wood Rocking Chair in Light Teak Finish by Karigar-6.jpg,1600,1760,Teak Wood Rocking Chair in Light Teak Finish by Karigar,318,12,1463,1677
Teak Wood Rocking Chair in Natural Finish by Furniease-1.jpg,1600,1760,Teak Wood Rocking Chair in Light Teak Finish by Karigar,88,159,1521,1689
Teak Wood Rocking Chair in Natural Finish by Furniease-2.jpg,1600,1760,Teak Wood Rocking Chair in Light Teak Finish by Karigar,251,9,1336,1689
Teak Wood Rocking Chair in Natural Finish by Furniease-3.jpg,1600,1760,Teak Wood Rocking Chair in Light Teak Finish by Karigar,710,933,1451,1659
Teak Wood Rocking Chair in Natural Finish by Furniease-4.jpg,1600,1760,Teak Wood Rocking Chair in Light Teak Finish by Karigar,16,116,1598,1667
Teak Wood Rocking Chair in Natural Finish by Furniease-5.jpg,1600,1760,Teak Wood Rocking Chair in Light Teak Finish by Karigar,331,37,1269,1675
Teak Wood Rocking Chair in Natural Finish by Furniease-6.jpg,1600,1760,Teak Wood Rocking Chair in Light Teak Finish by Karigar,40,280,1583,1693
Teak Wood Rocking Chair in Natural Finish by Furniease-7.jpg,1600,1760,Teak Wood Rocking Chair in Light Teak Finish by Karigar,194,27,1483,1696
Teak Wood Rocking Chair in Walnut Finish by Furniease-1.jpg,1600,1760,Teak Wood Rocking Chair in Walnut Finish by Furniease,64,232,1453,1691
Teak Wood Rocking Chair in Walnut Finish by Furniease-3.jpg,1600,1760,Teak Wood Rocking Chair in Walnut Finish by Furniease,708,928,1483,1661
Teak Wood Rocking Chair in Walnut Finish by Furniease-4.jpg,1600,1760,Teak Wood Rocking Chair in Walnut Finish by Furniease,39,203,1580,1722
Teak Wood Rocking Chair in Walnut Finish by Furniease-5.jpg,1600,1760,Teak Wood Rocking Chair in Walnut Finish by Furniease,366,24,1271,1705
Teak Wood Rocking Chair in Walnut Finish by Furniease-6.jpg,1600,1760,Teak Wood Rocking Chair in Walnut Finish by Furniease,43,363,1566,1698
Teak Wood Rocking Chair in Walnut Finish by Furniease-7.jpg,1600,1760,Teak Wood Rocking Chair in Walnut Finish by Furniease,227,30,1446,1755
Thames High Back Mesh Ergonomic Chair in Black Colour by Nilkamal-1.jpg,1600,1760,Teak Wood Rocking Chair in Walnut Finish by Furniease,743,341,1447,1693
Thames High Back Mesh Ergonomic Chair in Black Colour by Nilkamal-2.jpg,1600,1760,Teak Wood Rocking Chair in Walnut Finish by Furniease,421,6,1320,1704
Thames High Back Mesh Ergonomic Chair in Black Colour by Nilkamal-3.jpg,1600,1760,Teak Wood Rocking Chair in Walnut Finish by Furniease,776,683,1248,1624
Thames High Back Mesh Ergonomic Chair in Black Colour by Nilkamal-4.jpg,1600,1760,Teak Wood Rocking Chair in Walnut Finish by Furniease,330,10,1368,1665
Thames High Back Mesh Ergonomic Chair in Black Colour by Nilkamal-5.jpg,1600,1760,Teak Wood Rocking Chair in Walnut Finish by Furniease,392,20,1282,1643
Thames High Back Mesh Ergonomic Chair in Black Colour by Nilkamal-6.jpg,1600,1760,Teak Wood Rocking Chair in Walnut Finish by Furniease,366,23,1292,1692
Thames High Back Mesh Ergonomic Chair in Black Colour by Nilkamal-7.jpg,1600,1760,Teak Wood Rocking Chair in Walnut Finish by Furniease,96,221,1491,1676
Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal-1.jpg,1600,1760,Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal,611,156,1443,1648
Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal-2.jpg,1600,1760,Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal,240,18,1422,1693
Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal-3.jpg,1600,1760,Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal,774,816,1265,1619
Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal-4.jpg,1600,1760,Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal,219,11,1417,1696
Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal-5.jpg,1600,1760,Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal,214,15,1504,1682
Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal-6.jpg,1600,1760,Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal,267,2,1345,1748
Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal-7.jpg,1600,1760,Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal,182,9,1475,1661
Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal-8.jpg,1600,1760,Thames Low Back Ergonomic Chair in Maroon Colour by Nilkamal,126,173,1522,1655
Thames Low Back Mesh Office Chair in Black Colour by Nilkamal-1.jpg,1600,1760,Thames Low Back Mesh Office Chair in Black Colour by Nilkamal,724,556,1455,1673
Thames Low Back Mesh Office Chair in Black Colour by Nilkamal-2.jpg,1600,1760,Thames Low Back Mesh Office Chair in Black Colour by Nilkamal,299,16,1389,1674
Thames Low Back Mesh Office Chair in Black Colour by Nilkamal-3.jpg,1600,1760,Thames Low Back Mesh Office Chair in Black Colour by Nilkamal,781,827,1250,1607
Thames Low Back Mesh Office Chair in Black Colour by Nilkamal-4.jpg,1600,1760,Thames Low Back Mesh Office Chair in Black Colour by Nilkamal,279,9,1318,1697
Thames Low Back Mesh Office Chair in Black Colour by Nilkamal-5.jpg,1600,1760,Thames Low Back Mesh Office Chair in Black Colour by Nilkamal,310,5,1305,1676
Thames Low Back Mesh Office Chair in Black Colour by Nilkamal-6.jpg,1600,1760,Thames Low Back Mesh Office Chair in Black Colour by Nilkamal,314,18,1327,1670
Thames Low Back Mesh Office Chair in Black Colour by Nilkamal-7.jpg,1600,1760,Thames Low Back Mesh Office Chair in Black Colour by Nilkamal,229,218,1510,1745
Tiago Medium Back Ergonomic Chair in Maroon Colour by Parin-1.jpg,1600,1760,Tiago Medium Back Ergonomic Chair in Maroon Colour by Parin,340,422,1268,1658
Toby Tob Innova Chair with Denim Label Patch Design by Inliving-1.jpg,1600,1760,Toby Tob Innova Chair with Denim Label Patch Design by Inliving,174,244,1354,1684
Toby Tob Innova Chair with Denim Label Patch Design by Inliving-2.jpg,1600,1760,Toby Tob Innova Chair with Denim Label Patch Design by Inliving,122,57,1493,1681
Toby Tob Innova Chair with Denim Label Patch Design by Inliving-3.jpg,1600,1760,Toby Tob Innova Chair with Denim Label Patch Design by Inliving,763,922,1372,1671
Toby Tob Innova Chair with Denim Label Patch Design by Inliving-4.jpg,1600,1760,Toby Tob Innova Chair with Denim Label Patch Design by Inliving,121,40,1476,1708
Toby Tob Innova Chair with Denim Label Patch Design by Inliving-5.jpg,1600,1760,Toby Tob Innova Chair with Denim Label Patch Design by Inliving,130,22,1462,1694
Trendy Ergonomic Chair in Purple Colour by Parin-1.jpg,1600,1760,Trendy Ergonomic Chair in Purple Colour by Parin,372,428,1162,1710
Trendy Ergonomic Chair in Purple Colour by Parin-10.jpg,1600,1760,Trendy Ergonomic Chair in Purple Colour by Parin,60,116,1424,1609
Trendy Ergonomic Chair in Purple Colour by Parin-2.jpg,1600,1760,Trendy Ergonomic Chair in Purple Colour by Parin,300,19,1325,1685
Trendy Ergonomic Chair in Purple Colour by Parin-3.jpg,1600,1760,Trendy Ergonomic Chair in Purple Colour by Parin,312,32,1323,1694
Trendy Ergonomic Chair in Purple Colour by Parin-4.jpg,1600,1760,Trendy Ergonomic Chair in Purple Colour by Parin,821,805,1310,1680
Trendy Ergonomic Chair in Purple Colour by Parin-5.jpg,1600,1760,Trendy Ergonomic Chair in Purple Colour by Parin,300,29,1385,1656
Trendy Ergonomic Chair in Purple Colour by Parin-6.jpg,1600,1760,Trendy Ergonomic Chair in Purple Colour by Parin,252,3,1439,1680
Trendy Ergonomic Chair in Purple Colour by Parin-7.jpg,1600,1760,Trendy Ergonomic Chair in Purple Colour by Parin,269,29,1404,1632
Trendy Ergonomic Chair in Purple Colour by Parin-8.jpg,1600,1760,Trendy Ergonomic Chair in Purple Colour by Parin,315,28,1329,1695
Trendy Ergonomic Chair in Purple Colour by Parin-9.jpg,1600,1760,Trendy Ergonomic Chair in Purple Colour by Parin,20,158,1564,1760
Trendz Ergonomic Chair in Black Colour by VOF-3.jpg,1600,1760,Trendz Ergonomic Chair in Black Colour by VOF,818,775,1357,1690
Triangular Back Ergonomic Chair with Green Seat by Adiko Systems-1.jpg,1600,1760,Triangular Back Ergonomic Chair with Green Seat by Adiko Systems,59,395,835,1708
Triangular Back Ergonomic Chair with Green Seat by Adiko Systems-2.jpg,1600,1760,Triangular Back Ergonomic Chair with Green Seat by Adiko Systems,137,19,1408,1659
Triangular Back Ergonomic Chair with Green Seat by Adiko Systems-3.jpg,1600,1760,Triangular Back Ergonomic Chair with Green Seat by Adiko Systems,779,910,1314,1641
Triangular Back Ergonomic Chair with Green Seat by Adiko Systems-4.jpg,1600,1760,Triangular Back Ergonomic Chair with Green Seat by Adiko Systems,255,9,1407,1631
Triangular Back Ergonomic Chair with Green Seat by Adiko Systems-5.jpg,1600,1760,Triangular Back Ergonomic Chair with Green Seat by Adiko Systems,203,14,1425,1680
Triangular Back Ergonomic Chair with Green Seat by Adiko Systems-6.jpg,1600,1760,Triangular Back Ergonomic Chair with Green Seat by Adiko Systems,198,22,1405,1644
Triangular Back Ergonomic Chair with Green Seat by Adiko Systems-7.jpg,1600,1760,Triangular Back Ergonomic Chair with Green Seat by Adiko Systems,124,1,1468,1719
Triangular Back Ergonomic Chair with Green Seat by Adiko Systems-8.jpg,1600,1760,Triangular Back Ergonomic Chair with Green Seat by Adiko Systems,31,18,1573,1734
Tulip Folding Chair in Beige Finish by HomeTown-1.jpg,1600,1760,Tulip Folding Chair in Beige Finish by HomeTown,122,270,1477,1660
Tulip Folding Chair in Beige Finish by HomeTown-2.jpg,1600,1760,Tulip Folding Chair in Beige Finish by HomeTown,209,29,1438,1685
Tulip Folding Chair in Beige Finish by HomeTown-3.jpg,1600,1760,Tulip Folding Chair in Beige Finish by HomeTown,746,848,1544,1585
Tulip Folding Chair in Beige Finish by HomeTown-4.jpg,1600,1760,Tulip Folding Chair in Beige Finish by HomeTown,33,63,1577,1615
Tulip Folding Chair in Beige Finish by HomeTown-5.jpg,1600,1760,Tulip Folding Chair in Beige Finish by HomeTown,98,12,1562,1760
Tulip Folding Chair in Beige Finish by HomeTown-6.jpg,1600,1760,Tulip Folding Chair in Beige Finish by HomeTown,60,40,1516,1733
Tulip Folding Chair in Beige Finish by HomeTown-7.jpg,1600,1760,Tulip Folding Chair in Beige Finish by HomeTown,30,70,1530,1701
Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease-1.jpg,1600,1760,Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease,134,273,1528,1663
Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease-2.jpg,1600,1760,Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease,322,19,1377,1729
Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease-3.jpg,1600,1760,Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease,657,821,1472,1639
Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease-4.jpg,1600,1760,Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease,28,190,1578,1700
Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease-5.jpg,1600,1760,Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease,20,154,1600,1657
Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease-6.jpg,1600,1760,Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease,361,12,1291,1700
Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease-7.jpg,1600,1760,Upholstered Teak Wood Rocking Chair in Natural Finish by Furniease,275,29,1418,1692
Vita Rocker Chair in Beige Colour by HomeTown-1.jpg,1600,1760,Vita Rocker Chair in Beige Colour by HomeTown,64,360,1504,1673
Vita Rocker Chair in Blue Colour by HomeTown-1.jpg,1600,1760,Vita Rocker Chair in Blue Colour by HomeTown,77,229,1548,1705
Vita Rocking Chair with Brown Cushion by HomeTown-1.jpg,1600,1760,Vita Rocking Chair with Brown Cushion by HomeTown,40,142,1566,1698
Vita Rocking Chair with Brown Cushion by HomeTown-10.jpg,1600,1760,Vita Rocking Chair with Brown Cushion by HomeTown,14,26,1600,1759
Vita Rocking Chair with Brown Cushion by HomeTown-2.jpg,1600,1760,Vita Rocking Chair with Brown Cushion by HomeTown,125,35,1478,1648
Vita Rocking Chair with Brown Cushion by HomeTown-3.jpg,1600,1760,Vita Rocking Chair with Brown Cushion by HomeTown,697,910,1430,1625
Vita Rocking Chair with Brown Cushion by HomeTown-4.jpg,1600,1760,Vita Rocking Chair with Brown Cushion by HomeTown,2,38,1591,1672
Vita Rocking Chair with Brown Cushion by HomeTown-5.jpg,1600,1760,Vita Rocking Chair with Brown Cushion by HomeTown,18,36,1597,1648
Vita Rocking Chair with Brown Cushion by HomeTown-6.jpg,1600,1760,Vita Rocking Chair with Brown Cushion by HomeTown,1,19,1569,1613
Vita Rocking Chair with Brown Cushion by HomeTown-7.jpg,1600,1760,Vita Rocking Chair with Brown Cushion by HomeTown,9,189,1573,1667
Vita Rocking Chair with Brown Cushion by HomeTown-8.jpg,1600,1760,Vita Rocking Chair with Brown Cushion by HomeTown,83,25,1483,1696
Vita Rocking Chair with Brown Cushion by HomeTown-9.jpg,1600,1760,Vita Rocking Chair with Brown Cushion by HomeTown,26,19,1600,1755
Voom Ergonomic Chair in Black Colour by Emperor-1.jpg,1600,1760,Voom Ergonomic Chair in Black Colour by Emperor,247,293,1143,1693
Weekender Leisure Arm Chair in Brown Colour by Nilkamal-1.jpg,1600,1760,Weekender Leisure Arm Chair in Brown Colour by Nilkamal,261,330,1289,1677
Weekender Leisure Arm Chair in Brown Colour by Nilkamal-3.jpg,1600,1760,Weekender Leisure Arm Chair in Brown Colour by Nilkamal,781,716,1470,1668
Wellesley Rocking Chair in Honey Oak Finish by Amberville-1.jpg,1600,1760,Wellesley Rocking Chair in Honey Oak Finish by Amberville,206,321,1449,1649
Wellesley Rocking Chair in Honey Oak Finish by Amberville-2.jpg,1600,1760,Wellesley Rocking Chair in Honey Oak Finish by Amberville,350,159,1286,1652
Wellesley Rocking Chair in Honey Oak Finish by Amberville-3.jpg,1600,1760,Wellesley Rocking Chair in Honey Oak Finish by Amberville,797,1052,1402,1581
Wellesley Rocking Chair in Honey Oak Finish by Amberville-3.jpg,1600,1760,Wellesley Rocking Chair in Honey Oak Finish by Amberville,460,1063,765,1575
Wellesley Rocking Chair in Honey Oak Finish by Amberville-4.jpg,1600,1760,Wellesley Rocking Chair in Honey Oak Finish by Amberville,327,11,1421,1654
Wellesley Rocking Chair in Honey Oak Finish by Amberville-5.jpg,1600,1760,Wellesley Rocking Chair in Honey Oak Finish by Amberville,10,288,1592,1660
Wellesley Rocking Chair in Honey Oak Finish by Amberville-6.jpg,1600,1760,Wellesley Rocking Chair in Honey Oak Finish by Amberville,16,100,1600,1669
Wellesley Rocking Chair in Honey Oak Finish by Amberville-7.jpg,1600,1760,Wellesley Rocking Chair in Honey Oak Finish by Amberville,264,17,1363,1680
Wellesley Rocking Chair in Honey Oak Finish by Amberville-8.jpg,1600,1760,Wellesley Rocking Chair in Honey Oak Finish by Amberville,92,12,1600,1608
Wellesley Rocking Chair in Provincial Teak Finish by Amberville-1.jpg,1600,1760,Wellesley Rocking Chair in Provincial Teak Finish by Amberville,142,131,1463,1679
Wellesley Rocking Chair in Provincial Teak Finish by Amberville-10.jpg,1600,1760,Wellesley Rocking Chair in Provincial Teak Finish by Amberville,55,18,1588,1714
Wellesley Rocking Chair in Provincial Teak Finish by Amberville-2.jpg,1600,1760,Wellesley Rocking Chair in Provincial Teak Finish by Amberville,213,148,1481,1723
Wellesley Rocking Chair in Provincial Teak Finish by Amberville-3.jpg,1600,1760,Wellesley Rocking Chair in Provincial Teak Finish by Amberville,792,1055,1398,1577
Wellesley Rocking Chair in Provincial Teak Finish by Amberville-3.jpg,1600,1760,Wellesley Rocking Chair in Provincial Teak Finish by Amberville,466,1066,746,1578
Wellesley Rocking Chair in Provincial Teak Finish by Amberville-4.jpg,1600,1760,Wellesley Rocking Chair in Provincial Teak Finish by Amberville,122,14,1507,1680
Wellesley Rocking Chair in Provincial Teak Finish by Amberville-5.jpg,1600,1760,Wellesley Rocking Chair in Provincial Teak Finish by Amberville,335,34,1342,1663
Wellesley Rocking Chair in Provincial Teak Finish by Amberville-6.jpg,1600,1760,Wellesley Rocking Chair in Provincial Teak Finish by Amberville,14,212,1600,1697
Wellesley Rocking Chair in Provincial Teak Finish by Amberville-7.jpg,1600,1760,Wellesley Rocking Chair in Provincial Teak Finish by Amberville,13,141,1577,1701
Wellesley Rocking Chair in Provincial Teak Finish by Amberville-8.jpg,1600,1760,Wellesley Rocking Chair in Provincial Teak Finish by Amberville,1537,838,1537,852
Wellesley Rocking Chair in Provincial Teak Finish by Amberville-8.jpg,1600,1760,Wellesley Rocking Chair in Provincial Teak Finish by Amberville,219,19,1404,1693
Wellesley Rocking Chair in Provincial Teak Finish by Amberville-9.jpg,1600,1760,Wellesley Rocking Chair in Provincial Teak Finish by Amberville,65,63,1526,1686
Wellesley Rocking Chair in Warm Chestnut Finish by Amberville-1.jpg,1600,1760,Wellesley Rocking Chair in Warm Chestnut Finish by Amberville,151,243,1560,1642
Wellesley Rocking Chair in Warm Chestnut Finish by Amberville-2.jpg,1600,1760,Wellesley Rocking Chair in Warm Chestnut Finish by Amberville,323,217,1296,1627
Wellesley Rocking Chair in Warm Chestnut Finish by Amberville-3.jpg,1600,1760,Wellesley Rocking Chair in Warm Chestnut Finish by Amberville,793,1051,1407,1571
Wellesley Rocking Chair in Warm Chestnut Finish by Amberville-3.jpg,1600,1760,Wellesley Rocking Chair in Warm Chestnut Finish by Amberville,459,1063,759,1575
Wellesley Rocking Chair in Warm Chestnut Finish by Amberville-4.jpg,1600,1760,Wellesley Rocking Chair in Warm Chestnut Finish by Amberville,339,23,1405,1675
Wellesley Rocking Chair in Warm Chestnut Finish by Amberville-5.jpg,1600,1760,Wellesley Rocking Chair in Warm Chestnut Finish by Amberville,11,53,1590,1697
Wellesley Rocking Chair in Warm Chestnut Finish by Amberville-6.jpg,1600,1760,Wellesley Rocking Chair in Warm Chestnut Finish by Amberville,18,280,1593,1731
Wellesley Rocking Chair in Warm Chestnut Finish by Amberville-7.jpg,1600,1760,Wellesley Rocking Chair in Warm Chestnut Finish by Amberville,314,9,1401,1677
Wellesley Rocking Chair in Warm Chestnut Finish by Amberville-8.jpg,1600,1760,Wellesley Rocking Chair in Warm Chestnut Finish by Amberville,25,53,1555,1760
Wellesley Rocking Chair in Warm Chestnut Finish by Amberville-9.jpg,1600,1760,Wellesley Rocking Chair in Warm Chestnut Finish by Amberville,117,4,1551,1713
William Arm Chair in Passion Mahogany Finish by Amberville-1.jpg,1600,1760,William Arm Chair in Passion Mahogany Finish by Amberville,88,556,1571,1699
William Arm Chair in Provincial Teak Finish by Amberville-1.jpg,1600,1760,William Arm Chair in Provincial Teak Finish by Amberville,52,373,1555,1625
